Street,LandSlope,OverallQual,OverallCond,CentralAir,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,MoSold,SalePrice,PoolQC_Ordinal,MiscFeature_Ordinal,Fire_Ordinal,Lot_Ordinal,Gtype_Ordinal,GarageFinish_Ordinal,GarageQual_Ordinal,GarageCond_Ordinal,BsmtQual_Ordinal,BsmtCond_Ordinal,BsmtExposure_Ordinal,BsmtFinType1_Ordinal,BsmtFinType2_Ordinal,MasVnrType_Ordinal,KitchenQual_Ordinal,Utilities_Ordinal,Functional_Ordinal,ExterQual_Ordinal,ExterCond_Ordinal,Electrical_Ordinal,HeatingQC_Ordinal,TotBathrooms,Remodeled,IsNew,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,1stFlrSF,2ndFlrSF,GrLivArea,WoodDeckSF,House_Age,TotalSqFeet,TotalPorchSF,MiscVal,PoolArea,LowQualFinSF,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Fence_Grvl,Fence_None,Fence_Pave,MSSubClass_1 story 1945-,MSSubClass_1 story 1946+,MSSubClass_1 story PUD 1946+,"MSSubClass_1,5 story fin",MSSubClass_2 family conversion,MSSubClass_2 story 1945-,MSSubClass_2 story 1946+,MSSubClass_2 story PUD 1946+,"MSSubClass_2,5 story all ages",MSSubClass_Other,MSSubClass_duplex all style/age,MSSubClass_split foyer,MSSubClass_split/multi level,Exterior1st_AsbShng,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Neighborhood_0,Neighborhood_1,Neighborhood_2,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,Exterior2nd_AsbShng,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MSZoning_FV,MSZoning_RL,MSZoning_RM,MSZoning_other,YrSold_2006,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Alley_Grvl,Alley_None,Alley_Pave,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_Other,Condition2_PosA,Condition2_PosN,Condition2_RRNn,GarageYrBlt_interval_1904_to_1906,GarageYrBlt_interval_1907_to_1909,GarageYrBlt_interval_1910_to_1912,GarageYrBlt_interval_1913_to_1915,GarageYrBlt_interval_1916_to_1918,GarageYrBlt_interval_1919_to_1921,GarageYrBlt_interval_1922_to_1924,GarageYrBlt_interval_1925_to_1927,GarageYrBlt_interval_1928_to_1930,GarageYrBlt_interval_1931_to_1933,GarageYrBlt_interval_1934_to_1936,GarageYrBlt_interval_1937_to_1939,GarageYrBlt_interval_1940_to_1942,GarageYrBlt_interval_1943_to_1945,GarageYrBlt_interval_1946_to_1948,GarageYrBlt_interval_1949_to_1951,GarageYrBlt_interval_1952_to_1954,GarageYrBlt_interval_1955_to_1957,GarageYrBlt_interval_1958_to_1960,GarageYrBlt_interval_1961_to_1963,GarageYrBlt_interval_1964_to_1966,GarageYrBlt_interval_1967_to_1969,GarageYrBlt_interval_1970_to_1972,GarageYrBlt_interval_1973_to_1975,GarageYrBlt_interval_1976_to_1978,GarageYrBlt_interval_1979_to_1981,GarageYrBlt_interval_1982_to_1984,GarageYrBlt_interval_1985_to_1987,GarageYrBlt_interval_1988_to_1990,GarageYrBlt_interval_1991_to_1993,GarageYrBlt_interval_1994_to_1996,GarageYrBlt_interval_1997_to_1999,GarageYrBlt_interval_2000_to_2002,GarageYrBlt_interval_2003_to_2005,GarageYrBlt_interval_2006_to_2008,GarageYrBlt_interval_None,GarageYrBlt_interval_after_2009,GarageYrBlt_interval_before_1901
1,2,5,3,1,3,1,4,0,1,2,4,11.350418300109132,0,0,0,3,5,1,3,3,4,3,1,3,4,0,2,4,7,3,3,5,3,1.5,0,0,-1.883057980946503,-2.4303127751290194,-0.8055703553696769,-0.7158327700002314,2.598047196189977,-0.257109417244595,-2.294752567398494,1.0633222537404348,-0.7634093312848242,1.0620999575932177,0.5340834276681462,-1.2796699582666446,-1.4062719500738212,-0.1906168183130959,-0.06426931265369193,-0.13369555824828483,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,6,5,1,3,1,6,1,1,2,10,11.850832386224807,0,0,4,3,2,1,3,3,3,3,1,1,1,0,1,4,7,3,3,5,4,1.0,1,0,-0.07988542362292535,-0.6600278178413094,-0.8055703553696769,-1.0138777418575957,-0.35561684242672276,0.6649810294522922,-0.4023163536792219,1.0782242110600684,0.2943732942041197,-0.9453309724443882,1.6005214272873853,0.13103969590529027,-1.4062719500738212,-0.1906168183130959,-0.06426931265369193,-0.13369555824828483,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,6,8,1,2,1,5,0,1,2,4,11.928347504569842,0,3,0,2,5,2,3,3,3,3,2,4,1,0,2,4,7,3,4,5,3,1.0,1,0,0.2765833460209371,0.6747109186443335,-0.8055703553696769,0.1367144750801367,-0.35561684242672276,0.2621570891942594,-0.4484599244122057,-0.8687474866192666,-1.214652063441785,-0.9453309724443882,-0.6777779355355346,-0.792332652624827,-1.4062719500738212,7.676723890891172,-0.06426931265369193,-0.13369555824828483,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,6,5,1,3,1,6,2,2,2,12,11.967187086434018,0,0,4,2,5,1,3,3,3,3,1,4,1,2,2,4,7,3,3,4,5,3.0,0,0,0.2765833460209371,1.2990621870588956,0.5029768583993118,1.920363453947465,-0.35561684242672276,-0.16443647023118493,0.9308809278379611,-0.8687474866192666,0.09805115255461089,-0.9453309724443882,1.2612002455903546,0.6102525607303054,0.2739440122561558,-0.1906168183130959,-0.06426931265369193,-0.13369555824828483,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,7,5,1,2,1,6,0,2,2,10,11.944714374881176,0,0,0,3,6,2,3,3,4,3,1,6,1,3,3,4,7,4,3,5,5,3.5,1,0,-1.883057980946503,-2.5415738484935484,0.9750469817503301,0.3099964354623253,-0.35561684242672276,-0.21018716717914915,-1.1680586967522146,1.185659041477765,0.38703056853851003,-0.9453309724443882,-0.9201502081762707,-0.07730804050493573,0.10139320551668812,-0.1906168183130959,-0.06426931265369193,-0.13369555824828483,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,9,5,1,4,1,10,2,3,2,4,12.988043102265232,0,0,5,1,5,3,3,3,5,3,1,6,1,2,4,4,7,5,3,5,5,3.5,1,0,-0.5366584300225322,1.5894970701951259,1.7740537432448844,2.2438231133275504,-0.35561684242672276,0.23578773589340668,1.6417671808080465,1.1919321744227767,1.9541568068368487,-0.9453309724443882,-1.1140480262888597,2.0240177898156175,-1.4062719500738212,-0.1906168183130959,-0.06426931265369193,-0.13369555824828483,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,9,5,1,2,1,6,1,2,2,12,12.670001611311875,0,0,4,2,5,2,3,3,5,3,1,1,1,2,4,4,7,5,3,5,5,2.0,0,1,0.05861310338106091,-0.2804866501746214,1.4405371419253568,-1.0138777418575957,-0.35561684242672276,1.0172884952105063,1.6777239295580277,-0.8687474866192666,0.8088132593993403,1.1169617825624265,-1.1140480262888597,1.3695886891304083,0.4068570435901535,-0.1906168183130959,-0.06426931265369193,-0.13369555824828483,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,7,5,1,2,1,6,1,2,2,12,12.154784614286667,0,0,3,2,5,2,3,3,4,3,4,6,1,0,3,4,7,3,3,5,4,2.5,0,0,0.5581933127358744,-1.0485115032534702,-0.8055703553696769,1.4860033399227788,-0.35561684242672276,0.14648234030976223,0.8766032640115724,-0.8687474866192666,0.04639570876387684,-0.9453309724443882,-0.14455893572591502,0.5550647574453759,1.1182922567629945,-0.1906168183130959,-0.06426931265369193,-0.13369555824828483,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,5,6,0,3,1,5,0,1,2,3,11.461642696843066,0,0,0,3,2,1,3,2,3,2,2,2,3,0,2,4,7,3,3,5,3,1.5,1,0,-0.32534330667875117,0.011244553596980776,-0.8055703553696769,-0.4686171731883089,2.8645095523051882,-3.04537402548634,-1.8526082684558625,1.0173542813404917,-0.7661329583884748,0.5543486910314858,1.6974703363436798,-1.128233022668745,-1.4062719500738212,-0.1906168183130959,-0.06426931265369193,-0.13369555824828483,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,6,8,1,2,1,5,0,2,2,5,11.570259974415547,0,0,0,3,2,1,3,3,3,3,1,1,1,0,2,4,7,3,4,5,4,1.0,1,0,-0.32534330667875117,-0.11356059540335466,-0.8055703553696769,-1.0138777418575957,-0.35561684242672276,0.42628454629064605,-1.3566594915900785,-0.8687474866192666,-2.078975403576355,0.8553036502149012,-0.7747268445918291,-1.9391133353765935,-1.4062719500738212,-0.1906168183130959,-0.06426931265369193,-0.13369555824828483,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,6,5,1,2,1,6,2,1,2,6,11.849404844423074,0,0,4,3,5,1,3,3,3,3,1,2,1,0,2,4,7,3,3,5,5,1.0,1,0,-0.32534330667875117,-0.14117923650812667,-0.8055703553696769,-0.11743240014707329,-0.35561684242672276,0.3602818513947008,0.24668721291917306,0.9550083725240621,0.3287407887129298,-0.9453309724443882,-0.8232012991199762,0.11322373231528989,0.7163413868903972,-0.1906168183130959,-0.06426931265369193,-0.13369555824828483,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,6,5,1,3,1,6,0,2,2,8,12.086731521684555,0,0,0,1,5,2,3,3,4,4,1,5,4,0,3,4,7,4,4,5,5,3.0,0,0,1.3962862979558424,0.4274696316518406,-0.8055703553696769,-0.2421954116222491,3.0584857318360035,0.07031562891100619,0.26796616030193965,-0.8687474866192666,-0.5328373953024572,-0.9453309724443882,-0.5323545719510928,-0.06380161707731516,0.08493856423044271,-0.1906168183130959,-0.06426931265369193,-0.13369555824828483,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,6,6,1,3,1,6,0,2,2,7,12.06105265381003,0,0,0,2,5,2,3,3,4,3,1,6,1,2,3,4,7,3,3,5,4,3.0,0,0,-0.07988542362292535,0.04608339278179271,0.9750469817503301,0.27996089566274596,-0.35561684242672276,0.4033711193753403,0.17925880014238368,-0.8687474866192666,-0.6172591948700091,0.9026858938566825,-0.28998229931035674,-0.1665011924201716,0.08493856423044271,-0.1906168183130959,-0.06426931265369193,-0.13369555824828483,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,5,5,1,3,1,6,1,2,2,8,11.80560254159177,0,0,1,3,5,3,3,3,4,3,1,5,1,0,2,4,7,3,3,5,3,2.5,0,0,-1.2731758518007423,-1.4796278873620425,-0.8055703553696769,1.005434703129509,-0.35561684242672276,-0.02833814489155824,0.11037141683004026,-0.8687474866192666,-0.6828185448074594,1.4769246264483935,0.3886600640837045,-0.22405270207779565,0.6346789216306505,-0.1906168183130959,-0.06426931265369193,-0.13369555824828483,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,4,1,3,1,6,0,1,2,7,11.775297421715827,0,0,0,2,6,1,3,3,3,3,3,4,3,2,3,4,5,3,3,3,5,1.5,0,0,0.988628851803771,-0.5157381077678881,1.0219024867142399,-0.32074990032884126,2.7258904229517826,0.27143500729859094,0.6473850249852715,-0.8687474866192666,-0.1717487180063406,1.0314316191367277,1.2127257910622073,-0.044986829452867846,1.1668157938727988,-0.1906168183130959,-0.06426931265369193,-0.13369555824828483,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,8,5,1,3,1,7,1,2,2,6,12.54254845357358,0,0,3,2,5,2,3,3,4,3,3,6,1,2,3,4,7,4,3,5,5,3.5,0,0,0.4802966596365944,0.5550925883447552,1.5854759331067088,1.194889646480702,-0.35561684242672276,-0.41634738745371214,-0.049568609577278516,1.1770881988946411,0.8966465092047413,1.11329183628389,-0.7262523900636818,0.66881691209071,1.3578740317480122,-0.1906168183130959,-0.06426931265369193,-0.13369555824828483,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,6,6,1,2,1,5,1,2,2,6,11.957617696467539,0,0,3,2,5,2,3,3,4,3,3,6,1,0,2,4,7,3,3,5,5,2.0,0,0,0.2765833460209371,-0.35148100910379654,-0.8055703553696769,0.7720816631481616,-0.35561684242672276,-0.48192594119356774,-0.6049627217399866,-0.8687474866192666,-1.3635940200505998,-0.9453309724443882,0.2917111550274101,-0.9943302105325795,0.9748467952647566,-0.1906168183130959,-0.06426931265369193,-0.13369555824828483,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,5,1,3,1,8,0,1,0,7,11.884495917930655,0,0,0,3,2,1,3,3,3,3,1,3,1,0,2,4,7,3,3,5,4,2.0,1,0,-0.763355029011595,0.024062888705962144,-0.8055703553696769,-0.0920177126243523,-0.35561684242672276,0.28952528011941936,-0.3503869553947091,1.0305427973152186,0.15286735012792818,-0.9453309724443882,0.14628779144296836,-0.08001610288530094,-1.4062719500738212,-0.1906168183130959,-0.06426931265369193,-0.13369555824828483,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,7,5,1,4,1,7,1,2,2,7,12.198549416880068,0,0,5,3,6,2,3,3,0,0,0,0,0,2,3,4,7,4,3,5,5,3.0,0,0,-0.12745434505363537,-0.414197134839867,1.5633151728143238,-1.0138777418575957,-0.35561684242672276,-3.04537402548634,-2.5476208879889377,1.3387015572314438,0.8934967844421243,-0.9453309724443882,-0.8232012991199762,-0.7822197245333596,0.9382403626403497,-0.1906168183130959,-0.06426931265369193,-0.13369555824828483,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
